Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
accalari,Verbo,"abbassarsi, umiliarsi",Italiano,1s:accalu;2s:accalas;3s:accala;1p:accalamu;2p:accalati;3p:accalanu;1s_pass:accalai;2s_pass:accalasti;3s_pass:accalau;1p_pass:accalàmuru;2p_pass:accalàstivu;3p_pass:accalàranu,OK
accanzari,Verbo,ottenere,Italiano,1s:accanzu;2s:accanzas;3s:accanza;1p:accanzamu;2p:accanzati;3p:accanzanu;1s_pass:accanzai;2s_pass:accanzasti;3s_pass:accanzau;1p_pass:accanzàmuru;2p_pass:accanzàstivu;3p_pass:accanzàranu,OK
accapiri,Verbo,"entender, comprender",Español,1s:accapu;2s:accapi;3s:accapi;1p:accapimu;2p:accapiti;3p:accapinu;1s_pass:accapii;2s_pass:accapisti;3s_pass:accapìu;1p_pass:accapìmuru;2p_pass:accapìstivu;3p_pass:accapìranu,OK
accapizzari,Verbo,accomodare,Italiano,1s:accapizzu;2s:accapizzas;3s:accapizza;1p:accapizzamu;2p:accapizzati;3p:accapizzanu;1s_pass:accapizzai;2s_pass:accapizzasti;3s_pass:accapizzau;1p_pass:accapizzàmuru;2p_pass:accapizzàstivu;3p_pass:accapizzàranu,OK
accapunari,Verbo,castrare,Italiano,1s:accapunu;2s:accapunas;3s:accapuna;1p:accapunamu;2p:accapunati;3p:accapunanu;1s_pass:accapunai;2s_pass:accapunasti;3s_pass:accapunau;1p_pass:accapunàmuru;2p_pass:accapunàstivu;3p_pass:accapunàranu,OK
accarpari,Verbo,afferrare,Italiano,1s:accarpu;2s:accarpas;3s:accarpa;1p:accarpamu;2p:accarpati;3p:accarpanu;1s_pass:accarpai;2s_pass:accarpasti;3s_pass:accarpau;1p_pass:accarpàmuru;2p_pass:accarpàstivu;3p_pass:accarpàranu,OK
accattari,Verbo,comprar,Español,1s:accattu;2s:accattas;3s:accatta;1p:accattamu;2p:accattati;3p:accattanu;1s_pass:accattai;2s_pass:accattasti;3s_pass:accattau;1p_pass:accattàmuru;2p_pass:accattàstivu;3p_pass:accattàranu,OK
accaudanari,Verbo,accaldarsi,Italiano,1s:accaudanu;2s:accaudanas;3s:accaudana;1p:accaudanamu;2p:accaudanati;3p:accaudananu;1s_pass:accaudanai;2s_pass:accaudanasti;3s_pass:accaudanau;1p_pass:accaudanàmuru;2p_pass:accaudanàstivu;3p_pass:accaudanàranu,OK
accettari,Verbo,aceptar,Español,1s:accettu;2s:accettas;3s:accetta;1p:accettamu;2p:accettati;3p:accettanu;1s_pass:accettai;2s_pass:accettasti;3s_pass:accettau;1p_pass:accettàmuru;2p_pass:accettàstivu;3p_pass:accettàranu,OK
acchianari,Verbo,subir,Español,1s:acchianu;2s:acchianas;3s:acchiana;1p:acchianamu;2p:acchianati;3p:acchiananu;1s_pass:acchianai;2s_pass:acchianasti;3s_pass:acchianau;1p_pass:acchianàmuru;2p_pass:acchianàstivu;3p_pass:acchianàranu,OK
acchiancari,Verbo,"fare ceppo, radicare",Italiano,1s:acchiancu;2s:acchiancas;3s:acchianca;1p:acchiancamu;2p:acchiancati;3p:acchiancanu;1s_pass:acchiancai;2s_pass:acchiancasti;3s_pass:acchiancau;1p_pass:acchiancàmuru;2p_pass:acchiancàstivu;3p_pass:acchiancàranu,OK
acchiappari,Verbo,coger,Español,1s:acchiappu;2s:acchiappas;3s:acchiappa;1p:acchiappamu;2p:acchiappati;3p:acchiappanu;1s_pass:acchiappai;2s_pass:acchiappasti;3s_pass:acchiappau;1p_pass:acchiappàmuru;2p_pass:acchiappàstivu;3p_pass:acchiappàranu,OK
acchiummari,Verbo,mettere a piombo,Italiano,1s:acchiummu;2s:acchiummas;3s:acchiumma;1p:acchiummamu;2p:acchiummati;3p:acchiummanu;1s_pass:acchiummai;2s_pass:acchiummasti;3s_pass:acchiummau;1p_pass:acchiummàmuru;2p_pass:acchiummàstivu;3p_pass:acchiummàranu,OK
acciappulari,Verbo,cadere come in trappola,Italiano,1s:acciappulu;2s:acciappulas;3s:acciappula;1p:acciappulamu;2p:acciappulati;3p:acciappulanu;1s_pass:acciappulai;2s_pass:acciappulasti;3s_pass:acciappulau;1p_pass:acciappulàmuru;2p_pass:acciappulàstivu;3p_pass:acciappulàranu,OK
acciari,Verbo,encontrar,Español,1s:acciu;2s:accias;3s:accia;1p:acciamu;2p:acciati;3p:accianu;1s_pass:acciai;2s_pass:acciasti;3s_pass:acciau;1p_pass:acciàmuru;2p_pass:acciàstivu;3p_pass:acciàranu,OK
accicciari,Verbo,afferrare,Italiano,1s:accicciu;2s:acciccias;3s:acciccia;1p:accicciamu;2p:accicciati;3p:acciccianu;1s_pass:accicciai;2s_pass:accicciasti;3s_pass:accicciau;1p_pass:accicciàmuru;2p_pass:accicciàstivu;3p_pass:accicciàranu,OK
accimari,Verbo,"scapitozzare, scapitozzolare, mozzare, cimare, scamozzare",Italiano,1s:accimu;2s:accimas;3s:accima;1p:accimamu;2p:accimati;3p:accimanu;1s_pass:accimai;2s_pass:accimasti;3s_pass:accimau;1p_pass:accimàmuru;2p_pass:accimàstivu;3p_pass:accimàranu,OK
accippari,Verbo,abbarbicarsi,Italiano,1s:accippu;2s:accippas;3s:accippa;1p:accippamu;2p:accippati;3p:accippanu;1s_pass:accippai;2s_pass:accippasti;3s_pass:accippau;1p_pass:accippàmuru;2p_pass:accippàstivu;3p_pass:accippàranu,OK
accittari,Verbo,aceptar,Español,1s:accittu;2s:accittas;3s:accitta;1p:accittamu;2p:accittati;3p:accittanu;1s_pass:accittai;2s_pass:accittasti;3s_pass:accittau;1p_pass:accittàmuru;2p_pass:accittàstivu;3p_pass:accittàranu,OK
acciuccari,Verbo,diventare chioccia,Italiano,1s:acciuccu;2s:acciuccas;3s:acciucca;1p:acciuccamu;2p:acciuccati;3p:acciuccanu;1s_pass:acciuccai;2s_pass:acciuccasti;3s_pass:acciuccau;1p_pass:acciuccàmuru;2p_pass:acciuccàstivu;3p_pass:acciuccàranu,OK
acciuncari,Verbo,"storpiare, azzoppare",Italiano,1s:acciuncu;2s:acciuncas;3s:acciunca;1p:acciuncamu;2p:acciuncati;3p:acciuncanu;1s_pass:acciuncai;2s_pass:acciuncasti;3s_pass:acciuncau;1p_pass:acciuncàmuru;2p_pass:acciuncàstivu;3p_pass:acciuncàranu,OK
acciurari,Verbo,cernere il fior di farina,Italiano,1s:acciuru;2s:acciuras;3s:acciura;1p:acciuramu;2p:acciurati;3p:acciuranu;1s_pass:acciurai;2s_pass:acciurasti;3s_pass:acciurau;1p_pass:acciuràmuru;2p_pass:acciuràstivu;3p_pass:acciuràranu,OK
acciviri,Verbo,"provvedersi, fornirsi",Italiano,1s:accivu;2s:accivi;3s:accivi;1p:accivimu;2p:acciviti;3p:accivinu;1s_pass:accivii;2s_pass:accivisti;3s_pass:accivìu;1p_pass:accivìmuru;2p_pass:accivìstivu;3p_pass:accivìranu,OK
accrappari,Verbo,"afferrare, acchiappare",Italiano,1s:accrappu;2s:accrappas;3s:accrappa;1p:accrappamu;2p:accrappati;3p:accrappanu;1s_pass:accrappai;2s_pass:accrappasti;3s_pass:accrappau;1p_pass:accrappàmuru;2p_pass:accrappàstivu;3p_pass:accrappàranu,OK
accrastari,Verbo,afferrare,Italiano,1s:accrastu;2s:accrastas;3s:accrasta;1p:accrastamu;2p:accrastati;3p:accrastanu;1s_pass:accrastai;2s_pass:accrastasti;3s_pass:accrastau;1p_pass:accrastàmuru;2p_pass:accrastàstivu;3p_pass:accrastàranu,OK
accruccari,Verbo,uncinare,Italiano,1s:accruccu;2s:accruccas;3s:accrucca;1p:accruccamu;2p:accruccati;3p:accruccanu;1s_pass:accruccai;2s_pass:accruccasti;3s_pass:accruccau;1p_pass:accruccàmuru;2p_pass:accruccàstivu;3p_pass:accruccàranu,OK
accruzzari,Verbo,ostinarsi,Italiano,1s:accruzzu;2s:accruzzas;3s:accruzza;1p:accruzzamu;2p:accruzzati;3p:accruzzanu;1s_pass:accruzzai;2s_pass:accruzzasti;3s_pass:accruzzau;1p_pass:accruzzàmuru;2p_pass:accruzzàstivu;3p_pass:accruzzàranu,OK
accuccari,Verbo,"1. beffare, 2. languire",Italiano,1s:accuccu;2s:accuccas;3s:accucca;1p:accuccamu;2p:accuccati;3p:accuccanu;1s_pass:accuccai;2s_pass:accuccasti;3s_pass:accuccau;1p_pass:accuccàmuru;2p_pass:accuccàstivu;3p_pass:accuccàranu,OK
accuddurari,Verbo,dare forma di ciambella,Italiano,1s:accudduru;2s:accudduras;3s:accuddura;1p:accudduramu;2p:accuddurati;3p:accudduranu;1s_pass:accuddurai;2s_pass:accuddurasti;3s_pass:accuddurau;1p_pass:accudduràmuru;2p_pass:accudduràstivu;3p_pass:accudduràranu,OK
accuffari,Verbo,"accosciarsi, rannicchiarsi",Italiano,1s:accuffu;2s:accuffas;3s:accuffa;1p:accuffamu;2p:accuffati;3p:accuffanu;1s_pass:accuffai;2s_pass:accuffasti;3s_pass:accuffau;1p_pass:accuffàmuru;2p_pass:accuffàstivu;3p_pass:accuffàranu,OK
accuminciari,Verbo,"comenzar, empezar",Español,1s:accuminciu;2s:accumincias;3s:accumincia;1p:accuminciamu;2p:accuminciati;3p:accumincianu;1s_pass:accuminciai;2s_pass:accuminciasti;3s_pass:accuminciau;1p_pass:accuminciàmuru;2p_pass:accuminciàstivu;3p_pass:accuminciàranu,OK
accuminzari,Verbo,"comenzar, empezar",Español,1s:accuminzu;2s:accuminzas;3s:accuminza;1p:accuminzamu;2p:accuminzati;3p:accuminzanu;1s_pass:accuminzai;2s_pass:accuminzasti;3s_pass:accuminzau;1p_pass:accuminzàmuru;2p_pass:accuminzàstivu;3p_pass:accuminzàranu,OK
accumpagnari,Verbo,acompañar,Español,1s:accumpagnu;2s:accumpagnas;3s:accumpagna;1p:accumpagnamu;2p:accumpagnati;3p:accumpagnanu;1s_pass:accumpagnai;2s_pass:accumpagnasti;3s_pass:accumpagnau;1p_pass:accumpagnàmuru;2p_pass:accumpagnàstivu;3p_pass:accumpagnàranu,OK
accumulari,Verbo,"accumulare, ammonticchiare, ammucchiare",Italiano,1s:accumulu;2s:accumulas;3s:accumula;1p:accumulamu;2p:accumulati;3p:accumulanu;1s_pass:accumulai;2s_pass:accumulasti;3s_pass:accumulau;1p_pass:accumulàmuru;2p_pass:accumulàstivu;3p_pass:accumulàranu,OK
accuncumiddari,Verbo,accoccolarsi,Italiano,1s:accuncumiddu;2s:accuncumiddas;3s:accuncumidda;1p:accuncumiddamu;2p:accuncumiddati;3p:accuncumiddanu;1s_pass:accuncumiddai;2s_pass:accuncumiddasti;3s_pass:accuncumiddau;1p_pass:accuncumiddàmuru;2p_pass:accuncumiddàstivu;3p_pass:accuncumiddàranu,OK
accupunari,Verbo,"coprire per bene, imbottire di coperte",Italiano,1s:accupunu;2s:accupunas;3s:accupuna;1p:accupunamu;2p:accupunati;3p:accupunanu;1s_pass:accupunai;2s_pass:accupunasti;3s_pass:accupunau;1p_pass:accupunàmuru;2p_pass:accupunàstivu;3p_pass:accupunàranu,OK
accurari,Verbo,"badare (usato specialmente nell'imperativo ""accura!"": bada bene!), prestare attenzione",Italiano,1s:accuru;2s:accuras;3s:accura;1p:accuramu;2p:accurati;3p:accuranu;1s_pass:accurai;2s_pass:accurasti;3s_pass:accurau;1p_pass:accuràmuru;2p_pass:accuràstivu;3p_pass:accuràranu,OK
accurinari,Verbo,rattoppare scarpe,Italiano,1s:accurinu;2s:accurinas;3s:accurina;1p:accurinamu;2p:accurinati;3p:accurinanu;1s_pass:accurinai;2s_pass:accurinasti;3s_pass:accurinau;1p_pass:accurinàmuru;2p_pass:accurinàstivu;3p_pass:accurinàranu,OK
accurzari,Verbo,"1. acortar, 2. abreviar",Español,1s:accurzu;2s:accurzas;3s:accurza;1p:accurzamu;2p:accurzati;3p:accurzanu;1s_pass:accurzai;2s_pass:accurzasti;3s_pass:accurzau;1p_pass:accurzàmuru;2p_pass:accurzàstivu;3p_pass:accurzàranu,OK
accusari,Verbo,acusar,Español,1s:accusu;2s:accusas;3s:accusa;1p:accusamu;2p:accusati;3p:accusanu;1s_pass:accusai;2s_pass:accusasti;3s_pass:accusau;1p_pass:accusàmuru;2p_pass:accusàstivu;3p_pass:accusàranu,OK
accustari,Verbo,acercar,Español,1s:accustu;2s:accustas;3s:accusta;1p:accustamu;2p:accustati;3p:accustanu;1s_pass:accustai;2s_pass:accustasti;3s_pass:accustau;1p_pass:accustàmuru;2p_pass:accustàstivu;3p_pass:accustàranu,OK
accutturari,Verbo,cuocere lentamente,Italiano,1s:accutturu;2s:accutturas;3s:accuttura;1p:accutturamu;2p:accutturati;3p:accutturanu;1s_pass:accutturai;2s_pass:accutturasti;3s_pass:accutturau;1p_pass:accutturàmuru;2p_pass:accutturàstivu;3p_pass:accutturàranu,OK
accuzzari,Verbo,fare inchinare il capo con violenza,Italiano,1s:accuzzu;2s:accuzzas;3s:accuzza;1p:accuzzamu;2p:accuzzati;3p:accuzzanu;1s_pass:accuzzai;2s_pass:accuzzasti;3s_pass:accuzzau;1p_pass:accuzzàmuru;2p_pass:accuzzàstivu;3p_pass:accuzzàranu,OK
accògghiri,Verbo,acoger,Español,1s:accògghu;2s:accògghi;3s:accògghi;1p:accògghimu;2p:accògghiti;3p:accògghinu;1s_pass:accògghii;2s_pass:accògghisti;3s_pass:accògghìu;1p_pass:accògghìmuru;2p_pass:accògghìstivu;3p_pass:accògghìranu,OK
accògliri,Verbo,acoger,Español,1s:accòglu;2s:accògli;3s:accògli;1p:accòglimu;2p:accògliti;3p:accòglinu;1s_pass:accòglii;2s_pass:accòglisti;3s_pass:accòglìu;1p_pass:accòglìmuru;2p_pass:accòglìstivu;3p_pass:accòglìranu,OK
accùrriri,Verbo,ocurrir,Español,1s:accùrru;2s:accùrri;3s:accùrri;1p:accùrrimu;2p:accùrriti;3p:accùrrinu;1s_pass:accùrrii;2s_pass:accùrristi;3s_pass:accùrrìu;1p_pass:accùrrìmuru;2p_pass:accùrrìstivu;3p_pass:accùrrìranu,OK
aciddiari,Verbo,"bighellonare, andar vagando, andar errando di qua e di là, vagare, dondoalrsela",Italiano,1s:aciddiu;2s:aciddias;3s:aciddia;1p:aciddiamu;2p:aciddiati;3p:aciddianu;1s_pass:aciddiai;2s_pass:aciddiasti;3s_pass:aciddiau;1p_pass:aciddiàmuru;2p_pass:aciddiàstivu;3p_pass:aciddiàranu,OK
acquari,Verbo,annacquare (diluire con acqua),Italiano,1s:acquu;2s:acquas;3s:acqua;1p:acquamu;2p:acquati;3p:acquanu;1s_pass:acquai;2s_pass:acquasti;3s_pass:acquau;1p_pass:acquàmuru;2p_pass:acquàstivu;3p_pass:acquàranu,OK
addascialari,Verbo,allagare,Italiano,1s:addascialu;2s:addascialas;3s:addasciala;1p:addascialamu;2p:addascialati;3p:addascialanu;1s_pass:addascialai;2s_pass:addascialasti;3s_pass:addascialau;1p_pass:addascialàmuru;2p_pass:addascialàstivu;3p_pass:addascialàranu,OK
addifènniri,Verbo,defender,Español,1s:addifènnu;2s:addifènni;3s:addifènni;1p:addifènnimu;2p:addifènniti;3p:addifènninu;1s_pass:addifènnii;2s_pass:addifènnisti;3s_pass:addifènnìu;1p_pass:addifènnìmuru;2p_pass:addifènnìstivu;3p_pass:addifènnìranu,OK
addiggiriri,Verbo,digerir,Español,1s:addiggiru;2s:addiggiri;3s:addiggiri;1p:addiggirimu;2p:addiggiriti;3p:addiggirinu;1s_pass:addiggirii;2s_pass:addiggiristi;3s_pass:addiggirìu;1p_pass:addiggirìmuru;2p_pass:addiggirìstivu;3p_pass:addiggirìranu,OK
addigiriri,Verbo,digerir,Español,1s:addigiru;2s:addigiri;3s:addigiri;1p:addigirimu;2p:addigiriti;3p:addigirinu;1s_pass:addigirii;2s_pass:addigiristi;3s_pass:addigirìu;1p_pass:addigirìmuru;2p_pass:addigirìstivu;3p_pass:addigirìranu,OK
addijittari,Verbo,"degradar, desanimar",Español,1s:addijittu;2s:addijittas;3s:addijitta;1p:addijittamu;2p:addijittati;3p:addijittanu;1s_pass:addijittai;2s_pass:addijittasti;3s_pass:addijittau;1p_pass:addijittàmuru;2p_pass:addijittàstivu;3p_pass:addijittàranu,OK
addivari,Verbo,criar,Español,1s:addivu;2s:addivas;3s:addiva;1p:addivamu;2p:addivati;3p:addivanu;1s_pass:addivai;2s_pass:addivasti;3s_pass:addivau;1p_pass:addivàmuru;2p_pass:addivàstivu;3p_pass:addivàranu,OK
addivintari,Verbo,volverse,Español,1s:addivintu;2s:addivintas;3s:addivinta;1p:addivintamu;2p:addivintati;3p:addivintanu;1s_pass:addivintai;2s_pass:addivintasti;3s_pass:addivintau;1p_pass:addivintàmuru;2p_pass:addivintàstivu;3p_pass:addivintàranu,OK
addubbari,Verbo,"addobbare, adornare, sistemare",Italiano,1s:addubbu;2s:addubbas;3s:addubba;1p:addubbamu;2p:addubbati;3p:addubbanu;1s_pass:addubbai;2s_pass:addubbasti;3s_pass:addubbau;1p_pass:addubbàmuru;2p_pass:addubbàstivu;3p_pass:addubbàranu,OK
addummari,Verbo,domare (rendere docile un animale),Italiano,1s:addummu;2s:addummas;3s:addumma;1p:addummamu;2p:addummati;3p:addummanu;1s_pass:addummai;2s_pass:addummasti;3s_pass:addummau;1p_pass:addummàmuru;2p_pass:addummàstivu;3p_pass:addummàranu,OK
addunari,Verbo,"darse cuenta, notar",Español,1s:addunu;2s:addunas;3s:adduna;1p:addunamu;2p:addunati;3p:addunanu;1s_pass:addunai;2s_pass:addunasti;3s_pass:addunau;1p_pass:addunàmuru;2p_pass:addunàstivu;3p_pass:addunàranu,OK
adduttari,Verbo,luchar,Español,1s:adduttu;2s:adduttas;3s:addutta;1p:adduttamu;2p:adduttati;3p:adduttanu;1s_pass:adduttai;2s_pass:adduttasti;3s_pass:adduttau;1p_pass:adduttàmuru;2p_pass:adduttàstivu;3p_pass:adduttàranu,OK
adirari,Verbo,"1. adirare (far irritare), 2. adirarsi, 3. ventilare",Italiano,1s:adiru;2s:adiras;3s:adira;1p:adiramu;2p:adirati;3p:adiranu;1s_pass:adirai;2s_pass:adirasti;3s_pass:adirau;1p_pass:adiràmuru;2p_pass:adiràstivu;3p_pass:adiràranu,OK
adirguiri,Verbo,"alzarsi, adergersi, innalzarsi",Italiano,1s:adirguu;2s:adirgui;3s:adirgui;1p:adirguimu;2p:adirguiti;3p:adirguinu;1s_pass:adirguii;2s_pass:adirguisti;3s_pass:adirguìu;1p_pass:adirguìmuru;2p_pass:adirguìstivu;3p_pass:adirguìranu,OK
adisari,Verbo,igualar,Español,1s:adisu;2s:adisas;3s:adisa;1p:adisamu;2p:adisati;3p:adisanu;1s_pass:adisai;2s_pass:adisasti;3s_pass:adisau;1p_pass:adisàmuru;2p_pass:adisàstivu;3p_pass:adisàranu,OK
adissari,Verbo,adizzare (aizzare: incitare ad attaccare),Italiano,1s:adissu;2s:adissas;3s:adissa;1p:adissamu;2p:adissati;3p:adissanu;1s_pass:adissai;2s_pass:adissasti;3s_pass:adissau;1p_pass:adissàmuru;2p_pass:adissàstivu;3p_pass:adissàranu,OK
adugnari,Verbo,"1. unghiare, afferrare, 2. far combaciare perfettamente, incastrare, calettare",Italiano,1s:adugnu;2s:adugnas;3s:adugna;1p:adugnamu;2p:adugnati;3p:adugnanu;1s_pass:adugnai;2s_pass:adugnasti;3s_pass:adugnau;1p_pass:adugnàmuru;2p_pass:adugnàstivu;3p_pass:adugnàranu,OK
adurari,Verbo,indugiare,Italiano,1s:aduru;2s:aduras;3s:adura;1p:aduramu;2p:adurati;3p:aduranu;1s_pass:adurai;2s_pass:adurasti;3s_pass:adurau;1p_pass:aduràmuru;2p_pass:aduràstivu;3p_pass:aduràranu,OK
adurbari,Verbo,inurbarsi (trasferirsi in un centro urbano),Italiano,1s:adurbu;2s:adurbas;3s:adurba;1p:adurbamu;2p:adurbati;3p:adurbanu;1s_pass:adurbai;2s_pass:adurbasti;3s_pass:adurbau;1p_pass:adurbàmuru;2p_pass:adurbàstivu;3p_pass:adurbàranu,OK
affinaitari,Verbo,confinare,Italiano,1s:affinaitu;2s:affinaitas;3s:affinaita;1p:affinaitamu;2p:affinaitati;3p:affinaitanu;1s_pass:affinaitai;2s_pass:affinaitasti;3s_pass:affinaitau;1p_pass:affinaitàmuru;2p_pass:affinaitàstivu;3p_pass:affinaitàranu,OK
affirrari,Verbo,coger,Español,1s:affirru;2s:affirras;3s:affirra;1p:affirramu;2p:affirrati;3p:affirranu;1s_pass:affirrai;2s_pass:affirrasti;3s_pass:affirrau;1p_pass:affirràmuru;2p_pass:affirràstivu;3p_pass:affirràranu,OK
affittari,Verbo,"1. prendere o dare in affitto, 2. guardare",Italiano,1s:affittu;2s:affittas;3s:affitta;1p:affittamu;2p:affittati;3p:affittanu;1s_pass:affittai;2s_pass:affittasti;3s_pass:affittau;1p_pass:affittàmuru;2p_pass:affittàstivu;3p_pass:affittàranu,OK
affrivari,Verbo,bramare ardentemente,Italiano,1s:affrivu;2s:affrivas;3s:affriva;1p:affrivamu;2p:affrivati;3p:affrivanu;1s_pass:affrivai;2s_pass:affrivasti;3s_pass:affrivau;1p_pass:affrivàmuru;2p_pass:affrivàstivu;3p_pass:affrivàranu,OK
affruntari,Verbo,enfrentarse a / to face,Español,1s:affruntu;2s:affruntas;3s:affrunta;1p:affruntamu;2p:affruntati;3p:affruntanu;1s_pass:affruntai;2s_pass:affruntasti;3s_pass:affruntau;1p_pass:affruntàmuru;2p_pass:affruntàstivu;3p_pass:affruntàranu,OK
affucari,Verbo,"1. soffocare (impedire la respirazione), 2. strozzare",Italiano,1s:affucu;2s:affucas;3s:affuca;1p:affucamu;2p:affucati;3p:affucanu;1s_pass:affucai;2s_pass:affucasti;3s_pass:affucau;1p_pass:affucàmuru;2p_pass:affucàstivu;3p_pass:affucàranu,OK
affumirari,Verbo,concimare,Italiano,1s:affumiru;2s:affumiras;3s:affumira;1p:affumiramu;2p:affumirati;3p:affumiranu;1s_pass:affumirai;2s_pass:affumirasti;3s_pass:affumirau;1p_pass:affumiràmuru;2p_pass:affumiràstivu;3p_pass:affumiràranu,OK
affunari,Verbo,legare,Italiano,1s:affunu;2s:affunas;3s:affuna;1p:affunamu;2p:affunati;3p:affunanu;1s_pass:affunai;2s_pass:affunasti;3s_pass:affunau;1p_pass:affunàmuru;2p_pass:affunàstivu;3p_pass:affunàranu,OK
affunciari,Verbo,imbronciarsi,Italiano,1s:affunciu;2s:affuncias;3s:affuncia;1p:affunciamu;2p:affunciati;3p:affuncianu;1s_pass:affunciai;2s_pass:affunciasti;3s_pass:affunciau;1p_pass:affunciàmuru;2p_pass:affunciàstivu;3p_pass:affunciàranu,OK
affuranari,Verbo,annebbiarsi (del cielo),Italiano,1s:affuranu;2s:affuranas;3s:affurana;1p:affuranamu;2p:affuranati;3p:affurananu;1s_pass:affuranai;2s_pass:affuranasti;3s_pass:affuranau;1p_pass:affuranàmuru;2p_pass:affuranàstivu;3p_pass:affuranàranu,OK
affurturari,Verbo,essere preso da gelo,Italiano,1s:affurturu;2s:affurturas;3s:affurtura;1p:affurturamu;2p:affurturati;3p:affurturanu;1s_pass:affurturai;2s_pass:affurturasti;3s_pass:affurturau;1p_pass:affurturàmuru;2p_pass:affurturàstivu;3p_pass:affurturàranu,OK
affutari,Verbo,husmear (inhalar un olor),Español,1s:affutu;2s:affutas;3s:affuta;1p:affutamu;2p:affutati;3p:affutanu;1s_pass:affutai;2s_pass:affutasti;3s_pass:affutau;1p_pass:affutàmuru;2p_pass:affutàstivu;3p_pass:affutàranu,OK
affènniri,Verbo,ofender,Español,1s:affènnu;2s:affènni;3s:affènni;1p:affènnimu;2p:affènniti;3p:affènninu;1s_pass:affènnii;2s_pass:affènnisti;3s_pass:affènnìu;1p_pass:affènnìmuru;2p_pass:affènnìstivu;3p_pass:affènnìranu,OK
aggaddari,Verbo,afferrare,Italiano,1s:aggaddu;2s:aggaddas;3s:aggadda;1p:aggaddamu;2p:aggaddati;3p:aggaddanu;1s_pass:aggaddai;2s_pass:aggaddasti;3s_pass:aggaddau;1p_pass:aggaddàmuru;2p_pass:aggaddàstivu;3p_pass:aggaddàranu,OK
aggaffari,Verbo,arraffare,Italiano,1s:aggaffu;2s:aggaffas;3s:aggaffa;1p:aggaffamu;2p:aggaffati;3p:aggaffanu;1s_pass:aggaffai;2s_pass:aggaffasti;3s_pass:aggaffau;1p_pass:aggaffàmuru;2p_pass:aggaffàstivu;3p_pass:aggaffàranu,OK
aggammari,Verbo,"rimboccare, ribadir un chiodo, ritorcere l'estremità",Italiano,1s:aggammu;2s:aggammas;3s:aggamma;1p:aggammamu;2p:aggammati;3p:aggammanu;1s_pass:aggammai;2s_pass:aggammasti;3s_pass:aggammau;1p_pass:aggammàmuru;2p_pass:aggammàstivu;3p_pass:aggammàranu,OK
aggangari,Verbo,addentare,Italiano,1s:aggangu;2s:aggangas;3s:agganga;1p:aggangamu;2p:aggangati;3p:agganganu;1s_pass:aggangai;2s_pass:aggangasti;3s_pass:aggangau;1p_pass:aggangàmuru;2p_pass:aggangàstivu;3p_pass:aggangàranu,OK
aggarifari,Verbo,infiacchire,Italiano,1s:aggarifu;2s:aggarifas;3s:aggarifa;1p:aggarifamu;2p:aggarifati;3p:aggarifanu;1s_pass:aggarifai;2s_pass:aggarifasti;3s_pass:aggarifau;1p_pass:aggarifàmuru;2p_pass:aggarifàstivu;3p_pass:aggarifàranu,OK
agghiacatari,Verbo,lastricare una via,Italiano,1s:agghiacatu;2s:agghiacatas;3s:agghiacata;1p:agghiacatamu;2p:agghiacatati;3p:agghiacatanu;1s_pass:agghiacatai;2s_pass:agghiacatasti;3s_pass:agghiacatau;1p_pass:agghiacatàmuru;2p_pass:agghiacatàstivu;3p_pass:agghiacatàranu,OK
agghiattari,Verbo,vantarsi,Italiano,1s:agghiattu;2s:agghiattas;3s:agghiatta;1p:agghiattamu;2p:agghiattati;3p:agghiattanu;1s_pass:agghiattai;2s_pass:agghiattasti;3s_pass:agghiattau;1p_pass:agghiattàmuru;2p_pass:agghiattàstivu;3p_pass:agghiattàranu,OK
agghicari,Verbo,arrivare,Italiano,1s:agghicu;2s:agghicas;3s:agghica;1p:agghicamu;2p:agghicati;3p:agghicanu;1s_pass:agghicai;2s_pass:agghicasti;3s_pass:agghicau;1p_pass:agghicàmuru;2p_pass:agghicàstivu;3p_pass:agghicàranu,OK
agghilari,Verbo,helar,Español,1s:agghilu;2s:agghilas;3s:agghila;1p:agghilamu;2p:agghilati;3p:agghilanu;1s_pass:agghilai;2s_pass:agghilasti;3s_pass:agghilau;1p_pass:agghilàmuru;2p_pass:agghilàstivu;3p_pass:agghilàranu,OK
agghimmari,Verbo,metter la gobba,Italiano,1s:agghimmu;2s:agghimmas;3s:agghimma;1p:agghimmamu;2p:agghimmati;3p:agghimmanu;1s_pass:agghimmai;2s_pass:agghimmasti;3s_pass:agghimmau;1p_pass:agghimmàmuru;2p_pass:agghimmàstivu;3p_pass:agghimmàranu,OK
agghisari,Verbo,levantar,Español,1s:agghisu;2s:agghisas;3s:agghisa;1p:agghisamu;2p:agghisati;3p:agghisanu;1s_pass:agghisai;2s_pass:agghisasti;3s_pass:agghisau;1p_pass:agghisàmuru;2p_pass:agghisàstivu;3p_pass:agghisàranu,OK
agghiudiscari,Verbo,diventare ostinato (detto dei buoi),Italiano,1s:agghiudiscu;2s:agghiudiscas;3s:agghiudisca;1p:agghiudiscamu;2p:agghiudiscati;3p:agghiudiscanu;1s_pass:agghiudiscai;2s_pass:agghiudiscasti;3s_pass:agghiudiscau;1p_pass:agghiudiscàmuru;2p_pass:agghiudiscàstivu;3p_pass:agghiudiscàranu,OK
