Palabra,Sustantivo,Traduccion,Idioma,Conjugaciones,Estado
mbriulata,Sustantivo,sorta di pagnotta a sfoglie con diversi ingredienti,Italiano,,OK
mbriàcula,Sustantivo,madroño (Arbutus unedo),Español,,OK
mbriàculu,Sustantivo,madroño (Arbutus unedo),Español,,OK
mbroccia,Sustantivo,tenedor,Español,,OK
mbrua,Sustantivo,agua (en el lenguaje de los niños),Español,,OK
mbruddu,Sustantivo,alegría,Español,,OK
mbua,Sustantivo,agua (en el lenguaje de los niños),Español,,OK
mbuccaminnuna,Sustantivo,uomo dappoco,Italiano,,OK
mbumba,Sustantivo,agua (en el lenguaje de los niños),Español,,OK
mbù,Sustantivo,agua (en el lenguaje de los niños),Español,,OK
meccia,Sustantivo,legno incastrato nella tacca d'altro legno,Italiano,,OK
membru,Sustantivo,miembro,Español,,OK
mentri,Sustantivo,mientras que,Español,,OK
mera,Sustantivo,mala sorte,Italiano,,OK
mercuriu,Sustantivo,mercurio,Español,,OK
merda,Sustantivo,"mierda, excremento|excrementos",Español,,OK
mesa,Sustantivo,insidia,Italiano,,OK
messaggiu,Sustantivo,mensaje,Español,,OK
mezzuculu,Sustantivo,"1. persona magra, 2. scalzagatti (scalzacane)",Italiano,,OK
mianu,Sustantivo,"1. zappa, 2. io",Italiano,,OK
miat'iddu,Verbo,¡Qué feliz es!,Español,,OK
miatiddu,Verbo,¡Qué feliz es!,Español,,OK
middeu,Verbo,fresno (Fraxinus),Español,,OK
middi,Sustantivo,mil,Español,,OK
middicuccu,Sustantivo,almez (Celtis australis),Español,,OK
midicina,Sustantivo,medicina,Español,,OK
miercu,Sustantivo,"marchio, cicatrice",Italiano,,OK
mieta,Sustantivo,zuppa di pane nel vino,Italiano,,OK
migghiu,Sustantivo,milla,Español,,OK
migliu,Sustantivo,milla,Español,,OK
milicuccu,Sustantivo,almez (Celtis australis),Español,,OK
milidda,Sustantivo,specialità di biscotto,Italiano,,OK
milita,Sustantivo,lastra di pietra lava,Italiano,,OK
miliunca,Sustantivo,cosa molto gradita,Italiano,,OK
milli,Sustantivo,mil,Español,,OK
millicucchi,Sustantivo,almez (Celtis australis),Español,,OK
millàfia,Sustantivo,"comportamento amanerado, comportamento afectado, mimo",Español,,OK
millèsimu,Sustantivo,milésimo,Español,,OK
miluni d'acqua,Sustantivo,"sandía, melón de agua",Español,,OK
miluni r'acqua,Sustantivo,"sandía, melón de agua",Español,,OK
minchiata,Sustantivo,"dicho tonto, una tontería",Español,,OK
minchiati,Sustantivo,"dichos tontos, tonterías",Español,,OK
minciarru,Verbo,trave alla quale si attacca l'animale da tiro,Italiano,,OK
minciata,Sustantivo,"dicho tonto, una tontería",Español,,OK
minciati,Sustantivo,"dichos tontos, tonterías",Español,,OK
mincioi,Sustantivo,moine,Italiano,,OK
minda,Sustantivo,capra dagli orecchi piccoli,Italiano,,OK
minghiata,Sustantivo,"dicho tonto, una tontería",Español,,OK
minghiati,Sustantivo,"dichos tontos, tonterías",Español,,OK
mingra,Verbo,"agitazione e pianto del bambino preso dal sonno, bizza, capriccio",Italiano,,OK
minicarìa,Sustantivo,carezza,Italiano,,OK
minicuccu,Sustantivo,almez (Celtis australis),Español,,OK
miniminagghia,Sustantivo,"adivinanza, acertijo",Español,,OK
mininchiu,Sustantivo,il mangiare,Italiano,,OK
mininu,Sustantivo,voce d'affetto per i bambini,Italiano,,OK
minna,Sustantivo,"pecho (de mujer), teta",Español,,OK
minnitta,Sustantivo,venganza,Español,,OK
minutidda,Sustantivo,"arte di insinuarsi, di persuadere",Italiano,,OK
minutulu,Sustantivo,fanello,Italiano,,OK
mircuriu,Sustantivo,mercurio,Español,,OK
mirinu,Sustantivo,globetto di cioccolatta confettata,Italiano,,OK
mirruzzu,Sustantivo,bacalao (pez),Español,,OK
mirìngulu,Sustantivo,globetto di cioccolatta confettata,Italiano,,OK
mirìnnulu,Sustantivo,globetto di cioccolatta confettata,Italiano,,OK
misciu,Sustantivo,gato,Español,,OK
miseria,Sustantivo,miseria,Español,,OK
missaggiu,Sustantivo,mensaje,Español,,OK
misura,Sustantivo,medida,Español,,OK
misàntrupu,Sustantivo,misántropo,Español,,OK
mitu-,Sustantivo,mito-,Español,,OK
miènnula,Sustantivo,almendra,Español,,OK
mmaravalli,Sustantivo,"alla mal'ora, in mal'ora",Italiano,,OK
mmarìa,Sustantivo,arguzia,Italiano,,OK
mmerdausa,Sustantivo,sterco di bue,Italiano,,OK
mmerdavusa,Sustantivo,sterco di bue,Italiano,,OK
mmiccimmiscu,Sustantivo,faccendone,Italiano,,OK
mminnitta,Sustantivo,venganza,Español,,OK
mmisca,Sustantivo,"compagnia, mala gente",Italiano,,OK
mmiscamicci,Sustantivo,faccendone,Italiano,,OK
mmiscareddu,Sustantivo,faccendone,Italiano,,OK
mmiscatura,Verbo,"l'atto del riferrare una bestia con lo stesso ferro, cambiando i chiodi",Italiano,,OK
mmittarìa,Sustantivo,"moina, carezza",Italiano,,OK
mmucchetta,Sustantivo,piastra ornamentale nella porta all'imboccatura della chiave,Italiano,,OK
mmuccuni,Sustantivo,bocado,Español,,OK
mmuffittuni,Sustantivo,"bofetada, torta",Español,,OK
mmuffulata,Sustantivo,"bofetada, torta",Español,,OK
mmuffulittuni,Sustantivo,faccione,Italiano,,OK
mmuffuluni,Sustantivo,"bofetada, torta",Español,,OK
mmurgiu,Sustantivo,"gavilla, haz, montón de heno",Español,,OK
mmurmu,Sustantivo,cosa voluminosa,Italiano,,OK
mmurru mmurru,Sustantivo,alla meno peggio,Italiano,,OK
mmursia,Sustantivo,"stoviglie, l'insieme dei vasi di cucina",Italiano,,OK
mmàttiti,Verbo,"sorta di vento di mezzogiorno, periodico, estivo",Italiano,,OK
mmòffula,Sustantivo,"bofetada, torta",Español,,OK
moddiu,Sustantivo,"letto da morto, catafalco, palco, impalcatura",Italiano,,OK
moia,Sustantivo,squacquera (diarrea),Italiano,,OK
mota,Sustantivo,cadenza,Italiano,,OK
moti,Sustantivo,moine,Italiano,,OK
mozzabbita,Sustantivo,idioma mozabita,Español,,OK
mpaliddatura,Sustantivo,incastratura di una trave in un'altra,Italiano,,OK
mpannuzza,Sustantivo,asta che incastrata nel canale del subbio vi tiene fermo l'ordito,Italiano,,OK
mpari,Sustantivo,"impedimento, ostacolo",Italiano,,OK
mparissi,Sustantivo,con finzione,Italiano,,OK
mpassannaieri,Sustantivo,anteayer,Español,,OK
mpassannajeri,Sustantivo,anteayer,Español,,OK
mpazzica,Sustantivo,non avvenga che,Italiano,,OK
mpiccicalora,Sustantivo,panicastrella (erba),Italiano,,OK
mpinta,Sustantivo,lite (Sutera),Italiano,,OK
mpirnicheta,Sustantivo,"a dispetto, inconsideratamente",Italiano,,OK
mpistunata,Sustantivo,argine attorno ai campi,Italiano,,OK
mpizzu,Sustantivo,en el borde,Español,,OK
mprinicheta,Sustantivo,"a dispetto, inconsideratamente",Italiano,,OK
mpriulata,Sustantivo,sorta di pagnotta a sfoglie con diversi ingredienti,Italiano,,OK
mprocchia,Sustantivo,"brote, yema, capullo",Español,,OK
mprua,Sustantivo,agua (en el lenguaje de los niños),Español,,OK
mprucchia,Sustantivo,"brote, yema, capullo",Español,,OK
mprèntitu,Verbo,préstamo (el pedir prestado),Español,,OK
mprèstitu,Verbo,préstamo (el pedir prestado),Español,,OK
mprìmisi,Verbo,"en primer lugar, antes de todo",Español,,OK
mprìola,Verbo,vela legata direttamente all'albero della nave,Italiano,,OK
mpua,Sustantivo,agua (en el lenguaje de los niños),Español,,OK
mpunzunisi,Sustantivo,geloni,Italiano,,OK
muarè,Sustantivo,"moaré, muaré",Español,,OK
mucaiali,Sustantivo,sorta di panno di peli,Italiano,,OK
muccaturi,Sustantivo,pañuelo,Español,,OK
mucceca,Sustantivo,uomo da nulla,Italiano,,OK
mucculuni,Conjunción/Adverbio,"una persona que no sirve para nada, un inútil",Español,,OK
mucculusu,Sustantivo,uomo da nulla,Italiano,,OK
muccuni,Sustantivo,bocado,Español,,OK
muci,Sustantivo,gato,Español,,OK
muciara,Verbo,"sorta di barca piatta per uso in tonnara, barca di notevoli dimensioni, con fondo piatto, usata nella pesca del tonno",Italiano,,OK
mucina,Verbo,arnese di giunco in forma di cappuccio rotondo,Italiano,,OK
mucinu,Sustantivo,vaso di legno senza coperchio per someggiare l'uva,Italiano,,OK
muciu,Sustantivo,gato,Español,,OK
muciumà,Sustantivo,salume fatto di filetto di tonno,Italiano,,OK
muddacchina,Verbo,"maggiociondolo (Laburnum anagyroides), citiso, avornello (Fraxinus ornus), ornello",Italiano,,OK
muddeu,Verbo,fresno (Fraxinus),Español,,OK
muddica,Sustantivo,miga,Español,,OK
muddichedda,Sustantivo,omuncolo (uomo di bassa statura e di aspetto misero e sgraziato),Italiano,,OK
muddìa,Verbo,fresno (Fraxinus),Español,,OK
muduruni,Sustantivo,malattia al rene (ghiandole nei reni),Italiano,,OK
muffittuni,Sustantivo,"bofetada, torta",Español,,OK
muffulata,Sustantivo,"bofetada, torta",Español,,OK
muffuletta,Sustantivo,"pan blando, pan mullido",Español,,OK
muffulittuni,Sustantivo,uomo grasso,Italiano,,OK
muffuluni,Sustantivo,"bofetada, torta",Español,,OK
muffura,Sustantivo,"aria umida, nebbia",Italiano,,OK
muffurata,Sustantivo,"aria umida, nebbia",Italiano,,OK
muganazza,Sustantivo,sorta di cardo,Italiano,,OK
mugnuni,Sustantivo,muñón,Español,,OK
mulastruni,Sustantivo,piccola pietra per affilare ferri,Italiano,,OK
mulinara,Sustantivo,bietola gialla (per dare la tintura gialla),Italiano,,OK
mulmu,Sustantivo,mormorio,Italiano,,OK
mulu,Verbo,"mulo, mula macho, macho (en unos dialectos rurales de Castilla)",Español,,OK
muluni d'acqua,Sustantivo,"sandía, melón de agua",Español,,OK
muluni di fedda,Sustantivo,"melón, melón de invierno",Español,,OK
muluni di mmernu,Sustantivo,"melón, melón de invierno",Español,,OK
mumma,Sustantivo,agua (en el lenguaje de los niños),Español,,OK
munciuni,Sustantivo,freccia,Italiano,,OK
muncuni,Sustantivo,muñón,Español,,OK
mungana,Sustantivo,"vitella di latte, vacca da latte",Italiano,,OK
munganazza,Sustantivo,sorta di cardo,Italiano,,OK
munguni,Sustantivo,muñón,Español,,OK
munneddu,Conjunción/Adverbio,unidad para medir los cereales,Español,,OK
munnu,Sustantivo,mundo,Español,,OK
muntapiddata,Sustantivo,latte munto in una sola volta,Italiano,,OK
muntera,Sustantivo,sorta di cappello,Italiano,,OK
muntinu,Sustantivo,antica acconciatura di capelli,Italiano,,OK
muramma,Sustantivo,"1. muratura, muramento, fabbrica, 2. il murare, il fabbricare",Italiano,,OK
murcigghiu,Sustantivo,zaino di pelle per soldati,Italiano,,OK
murgitella,Sustantivo,"pezzo del barbazzale, con due ordini di denti a sega, seghetto",Italiano,,OK
muria,Sustantivo,acqua piena di sale marino,Italiano,,OK
muririgni,Sustantivo,¡gente indigna!,Español,,OK
murmu,Sustantivo,mormorio,Italiano,,OK
murru,Sustantivo,bugna (rigonfio agli angoli delle vele),Italiano,,OK
mursia,Sustantivo,"stoviglie, l'insieme dei vasi di cucina",Italiano,,OK
mursiami,Sustantivo,stoviglie (insieme del vasellame),Italiano,,OK
mursiddina,Verbo,"pimpernela escarlata (Anagallis arvensis), hierba coral",Español,,OK
muru,Sustantivo,pared,Español,,OK
muràbbitu,Sustantivo,astemio|abstemio (persona que no bebe alcohol),Español,,OK
muràbitu,Sustantivo,astemio|abstemio (persona que no bebe alcohol),Español,,OK
musca,Sustantivo,mosca,Español,,OK
musci,Sustantivo,gato,Español,,OK
musciamau,Sustantivo,salume fatto di filetto di tonno,Italiano,,OK
musciamà,Sustantivo,salume fatto di filetto di tonno,Italiano,,OK
musciara,Sustantivo,sorta di barca piatta per uso tonnara,Italiano,,OK
musciumà,Sustantivo,salume fatto di filetto di tonno,Italiano,,OK
mussu,Sustantivo,"morro, hocico",Español,,OK
mustopìa,Sustantivo,"mosto cotto, mostarda",Italiano,,OK
mustìa,Sustantivo,brótola de roca (Phycis phycis),Español,,OK
muticchi,Sustantivo,segni di gioia (nei bambini),Italiano,,OK
mutivu,Sustantivo,motivo,Español,,OK
muttu,Sustantivo,"dicho, refrán, palabra",Español,,OK
muzzina,Sustantivo,"razza, specie, carattere, natura (riferito ad animali e ad uomini)",Italiano,,OK
màchina,Sustantivo,"1. máquina, 2. coche",Español,,OK
màchina fotugràfica,Sustantivo,"cámara fotográfica, cámara de fotos",Español,,OK
màchina futugràfica,Sustantivo,"cámara fotográfica, cámara de fotos",Español,,OK
màchini fotugràfichi,Sustantivo,"cámaras fotográficas, cámaras de fotos",Español,,OK
màchini futugràfichi,Sustantivo,"cámaras fotográficas, cámaras de fotos",Español,,OK
màfara,Sustantivo,"tapa de tonel, tapa de barril / pequeño plato hondo",Español,,OK
mànganu,Sustantivo,strumento per cavare la seta dai bozzoli,Italiano,,OK
màntaciu,Sustantivo,fuelle (de herrero),Español,,OK
màntici,Sustantivo,fuelle (de herrero),Español,,OK
mànticiu,Sustantivo,fuelle (de herrero),Español,,OK
màntuciu,Sustantivo,fuelle (de herrero),Español,,OK
màrcatu,Sustantivo,manada,Español,,OK
màrdanu,Verbo,"piastrella che si innesta nel fuso per farlo girare meglio, fusaiolo (piccolo disco che viene introdotto nella cocca inferiore del fuso per mantenerne l'appiombo, verticillo del fuso), fusaiola",Italiano,,OK
màrdinu,Verbo,"piastrella che si innesta nel fuso per farlo girare meglio, fusaiolo (piccolo disco che viene introdotto nella cocca inferiore del fuso per mantenerne l'appiombo, verticillo del fuso), fusaiola",Italiano,,OK
màrdula,Verbo,"piastrella che si innesta nel fuso per farlo girare meglio, fusaiolo (piccolo disco che viene introdotto nella cocca inferiore del fuso per mantenerne l'appiombo, verticillo del fuso), fusaiola",Italiano,,OK
màsciaru,Sustantivo,"danno, rottura (Pasqualino)",Italiano,,OK
màtara,Sustantivo,vaso da notte,Italiano,,OK
màttula,Sustantivo,algodón,Español,,OK
màzzara,Verbo,piedra que sirve como ancla,Español,,OK
mèmmaru,Sustantivo,miembro,Español,,OK
mèmmiru,Sustantivo,miembro,Español,,OK
mèmmuru,Sustantivo,miembro,Español,,OK
mènnula,Sustantivo,almendra,Español,,OK
mìngara,Verbo,"agitazione e pianto del bambino preso dal sonno, bizza, capriccio",Italiano,,OK
mìnula,Sustantivo,"chucla (Spicara maena, Sparus maena), mena",Español,,OK
mìula,Sustantivo,nibbio,Italiano,,OK
mòffula,Sustantivo,"bofetada, torta",Español,,OK
mònicu,Sustantivo,"monje, fraile",Español,,OK
mònucu,Sustantivo,"monje, fraile",Español,,OK
mùngili,Verbo,sorta di veste con maniche,Italiano,,OK
n jesta,Sustantivo,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
n jestra,Sustantivo,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
n pizzu,Sustantivo,en el borde,Español,,OK
n prìmisi,Verbo,"en primer lugar, antes de todo",Español,,OK
n secùnnisi,Sustantivo,en segundo lugar,Español,,OK
n sedda maredda,Sustantivo,a cavalcioni,Italiano,,OK
n sicùnnisi,Sustantivo,en segundo lugar,Español,,OK
n truscia,Sustantivo,en la miseria,Español,,OK
n tèrzisi,Sustantivo,en tercer lugar,Español,,OK
n'andicchia,Sustantivo,un poco,Español,,OK
n'anticchia,Sustantivo,un poco,Español,,OK
na ndicchia,Sustantivo,un poco,Español,,OK
na nticchia,Sustantivo,un poco,Español,,OK
nachidda,Sustantivo,un qualsiasi oggetto che non si ricorda o non si vuò nominare,Italiano,,OK
nacuduna,Sustantivo,finalmente,Italiano,,OK
naffata,Sustantivo,male che viene ai buoi,Italiano,,OK
naguni,Sustantivo,rapa,Italiano,,OK
nandicchia,Sustantivo,un poco,Español,,OK
nanticchia,Sustantivo,un poco,Español,,OK
nasca,Sustantivo,nariz chata,Español,,OK
nasita,Sustantivo,terreno coltivato lungo un fiume,Italiano,,OK
nasu,Sustantivo,nariz,Español,,OK
natti,Sustantivo,voce data all'animale (perché si scosti),Italiano,,OK
nazioni,Sustantivo,nación,Español,,OK
nazzioni,Sustantivo,nación,Español,,OK
nca,Sustantivo,ma certamente,Italiano,,OK
ncappedda,Sustantivo,rincalzamento d'albero,Italiano,,OK
ncarciddatura,Verbo,ingarzellatura (dicesi in marineria la strangolatura dell'inzinatura),Italiano,,OK
ncastru,Sustantivo,"encaje, ajuste",Español,,OK
ncavà,Sustantivo,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
nchianata,Sustantivo,subida,Español,,OK
nchiancata,Sustantivo,"1. quantità di pane, 2. selciato",Italiano,,OK
nchiarru,Sustantivo,luogo chiuso,Italiano,,OK
nchiastra,Sustantivo,"imbroglio, baia",Italiano,,OK
nchilebbi,Sustantivo,veccia selvatica,Italiano,,OK
nchiostru,Sustantivo,tinta,Español,,OK
nchiuppulanti,Sustantivo,mangione,Italiano,,OK
nciafardatu,Sustantivo,ingrassato,Italiano,,OK
nciarra,Verbo,tramezzo per impedire il passo,Italiano,,OK
ncircuncirca,Verbo,all'incirca,Italiano,,OK
ncostu,Sustantivo,"al lado, al lado",Español,,OK
ncrita,Sustantivo,almendra (pelada),Español,,OK
ncrocchiu,Sustantivo,"capannello, riunione di gente",Italiano,,OK
ncrucchigghialoru,Sustantivo,imbroglione,Italiano,,OK
ncrucchigghiusu,Sustantivo,"importuno, imbroglione",Italiano,,OK
ncugnatura,Sustantivo,pietre o altro materiale usato nel rabberciare mura,Italiano,,OK
ncuirizzu,Sustantivo,dissenteria,Italiano,,OK
ncunnena,Sustantivo,in preoccupazione,Italiano,,OK
ndagghiu,Verbo,testicolo,Italiano,,OK
ndaratura,Sustantivo,imbiancatura di pareti,Italiano,,OK
ndaraturi,Sustantivo,imbianchino,Italiano,,OK
ndi,Verbo,"de eso / en, dentro de",Español,,OK
ndicchia,Sustantivo,un poco,Español,,OK
ndùcciula,Sustantivo,gocciola,Italiano,,OK
necca,Sustantivo,niente,Italiano,,OK
nefusi,Sustantivo,idioma nafusi,Español,,OK
negghia,Sustantivo,niebla,Español,,OK
neglia,Sustantivo,niebla,Español,,OK
nenna,Sustantivo,poppa (nel linguaggio infantile),Italiano,,OK
nennè,Sustantivo,poppa (nel linguaggio infantile),Italiano,,OK
nessunu,Sustantivo,nadie,Español,,OK
nfazza,Sustantivo,non avvenga che,Italiano,,OK
nfazzaca,Sustantivo,non avvenga che,Italiano,,OK
nfazzica,Sustantivo,non avvenga che,Italiano,,OK
nfigghiulata,Sustantivo,sorta di pagnotta a sfoglie con diversi ingredienti,Italiano,,OK
nfurru nfurru,Sustantivo,in fretta e disordinatamente,Italiano,,OK
nga,Sustantivo,"ma certamente, certo, naturalmente",Italiano,,OK
ngarali,Sustantivo,"martinete común (Nycticorax nycticorax), garza bruja, guaco",Español,,OK
ngaroli,Sustantivo,"martinete común (Nycticorax nycticorax), garza bruja, guaco",Español,,OK
ngarratura,Sustantivo,segno lasciato a terra dalla ruota,Italiano,,OK
nghiddi nghiddi,Sustantivo,con l'acquolina in bocca,Italiano,,OK
nghirri nghirri,Conjunción/Adverbio,dispuesto para hacer la guerra,Español,,OK
nghirripupu,Sustantivo,persona vanerella che segue le mode,Italiano,,OK
nghissi nghissi,Sustantivo,con l'acquolina in bocca,Italiano,,OK
ngina,Sustantivo,intaccatura delle doghe,Italiano,,OK
nginaturi,Sustantivo,strumento per fare le capruggini,Italiano,,OK
ngrisi mediu,Sustantivo,inglés medio,Español,,OK
ngua,Sustantivo,ma certamente,Italiano,,OK
nguaghiardella,Verbo,veste leggera,Italiano,,OK
nguanguà,Sustantivo,ruido del bebe que llora,Español,,OK
nguasènnuca,Verbo,"dato che, essendo che, poiché, siccome, dal momento che",Italiano,,OK
nia nia,Sustantivo,voce per chiamare anitre e altri animali,Italiano,,OK
nichea,Verbo,"ofensa, insulto, injuria burlona, novatada, molestia",Español,,OK
nicheia,Verbo,"ofensa, insulto, injuria burlona, novatada, molestia",Español,,OK
nicheja,Verbo,"ofensa, insulto, injuria burlona, novatada, molestia",Español,,OK
nichità,Sustantivo,cattiveria,Italiano,,OK
nilia,Sustantivo,gemma splendente,Italiano,,OK
nisciunu,Sustantivo,nadie,Español,,OK
nissunu,Sustantivo,nadie,Español,,OK
nivi,Sustantivo,nieve,Español,,OK
nièmmula,Sustantivo,"devanadera, devanador",Español,,OK
njugnu,Sustantivo,junio,Español,,OK
nnacchiu,Sustantivo,conno,Italiano,,OK
nnanta,Verbo,due grappoli pendenti dallo stesso tralcio e staccati dalla vite,Italiano,,OK
nnecca,Sustantivo,"excusa, rencor",Español,,OK
nnenna,Sustantivo,poppa (nel linguaggio infantile),Italiano,,OK
nni,Verbo,"de eso / en, dentro de",Español,,OK
nnicchi nnicchi,Sustantivo,con l'acquolina in bocca,Italiano,,OK
nninnì,Sustantivo,dinero (en el lenguaje de los niños),Español,,OK
nnocca,Verbo,"escrescenza carnosa sul capo del tacchino, cruccio, fiocco",Italiano,,OK
nnìcchiti nnìcchiti,Sustantivo,no davvero,Italiano,,OK
no,Sustantivo,¡no!,Español,,OK
nonu,Sustantivo,"nono, noveno",Español,,OK
nonzi,Sustantivo,¡no!,Español,,OK
nota,Sustantivo,nota,Español,,OK
notti,Sustantivo,noche,Español,,OK
novanta,Sustantivo,noventa,Español,,OK
novantèsimu,Sustantivo,nonagésimo,Español,,OK
novi,Sustantivo,nueve,Español,,OK
nqua,Sustantivo,ma certamente,Italiano,,OK
nsalata,Sustantivo,ensalada,Español,,OK
nsamai,Sustantivo,"che non sia mai!, giammai!",Italiano,,OK
nsira,Conjunción/Adverbio,"1. vasija, 2. jarra para agua",Español,,OK
nsiru,Sustantivo,"1. vasija, 2. grande vasija de arcilla cocida",Español,,OK
nsolia,Sustantivo,sorta d'uva,Italiano,,OK
nta stu ntìrima,Sustantivo,nel frattempo,Italiano,,OK
ntalmu,Sustantivo,"catafalco, letto da morto, palco, impalcatura",Italiano,,OK
ntamìa,Sustantivo,cioè,Italiano,,OK
ntappa,Sustantivo,sciocco,Italiano,,OK
ntarmu,Sustantivo,"catafalco, letto da morto, palco, impalcatura",Italiano,,OK
nterfissu,Sustantivo,interfijo,Español,,OK
nti,Sustantivo,"en, dentro de",Español,,OK
nticchia,Sustantivo,un poco,Español,,OK
ntilai,Sustantivo,tela particolare per certi abbigliamenti,Italiano,,OK
ntirlazzu,Sustantivo,tráfico ilegal,Español,,OK
ntozzu,Sustantivo,"a scranna, in cattedra",Italiano,,OK
ntra,Sustantivo,entre / dentro,Español,,OK
ntrallazzu,Sustantivo,tráfico ilegal,Español,,OK
ntramisi,Sustantivo,"vezzi, leziosaggini",Italiano,,OK
ntrigghiu,Sustantivo,reticella,Italiano,,OK
ntrillazzu,Sustantivo,tráfico ilegal,Español,,OK
ntruscia,Sustantivo,en la miseria,Español,,OK
nturru nturru,Sustantivo,in fretta e disordinatamente,Italiano,,OK
nuara,Sustantivo,"orto, spazio di terra per coltivare ortaggi",Italiano,,OK
nubbia,Sustantivo,fagiolo,Italiano,,OK
nui,Sustantivo,"nosotros, nosotras",Español,,OK
nunna,Sustantivo,mamma,Italiano,,OK
nunnu,Sustantivo,padre,Español,,OK
nunzamai,Sustantivo,"che non sia mai!, giammai!",Italiano,,OK
nurmannu,Sustantivo,idioma normando,Español,,OK
nuvanta,Sustantivo,noventa,Español,,OK
nuvantèsimu,Sustantivo,nonagésimo,Español,,OK
nuvea,Sustantivo,nocciolino di carruba,Italiano,,OK
nuvembri,Sustantivo,noviembre,Español,,OK
nuvembru,Sustantivo,noviembre,Español,,OK
nuviddaru,Sustantivo,agnello giovane,Italiano,,OK
nuviembru,Sustantivo,noviembre,Español,,OK
nuvièmmaru,Sustantivo,noviembre,Español,,OK
nuvièmmiri,Sustantivo,noviembre,Español,,OK
nuvèmmiru,Sustantivo,noviembre,Español,,OK
nuvèmmuru,Sustantivo,noviembre,Español,,OK
nuzza,Sustantivo,pava (pavo hembra),Español,,OK
nuzzu,Sustantivo,scemo,Italiano,,OK
nzalata,Sustantivo,ensalada,Español,,OK
nzamai,Sustantivo,"SPERIAMO NON ACCADA MAI!, non sia mai",Italiano,,OK
nzira,Conjunción/Adverbio,"1. vasija, 2. jarra para agua",Español,,OK
nziru,Sustantivo,"1. vasija, 2. grande vasija de arcilla cocida",Español,,OK
nzolia,Sustantivo,sorta d'uva,Italiano,,OK
nzìnzulu,Sustantivo,"pezzettino, pezzetto",Italiano,,OK
nè,Sustantivo,ni,Español,,OK
nèsciri foddi,Sustantivo,volverse loco,Español,,OK
nèsciri pazzu,Sustantivo,volverse loco,Español,,OK
nì,Sustantivo,ni,Español,,OK
nìmulu,Sustantivo,"devanadera, devanador",Español,,OK
nìzula,Sustantivo,ogni filo dell'ordito,Italiano,,OK
nùvula,Sustantivo,nube,Español,,OK
nùvuli,Verbo,nubes,Español,,OK
o,Sustantivo,"o, u",Español,,OK
o sanza diri,Verbo,"oh! senza dire, non fa bisogno di dire (espressione che indica meraviglia)",Italiano,,OK
occa,Sustantivo,agua,Español,,OK
occa cosa,Sustantivo,algo,Español,,OK
occasioni,Sustantivo,ocasión,Español,,OK
occhi,Sustantivo,ojos,Español,,OK
occhi cosa,Sustantivo,algo,Español,,OK
occhialoru,Sustantivo,orzuelo,Español,,OK
occhiu,Sustantivo,ojo,Español,,OK
occi,Sustantivo,ojos,Español,,OK
occiu,Sustantivo,ojo,Español,,OK
occu cosa,Sustantivo,algo,Español,,OK
oceddi,Verbo,"aves, pájaros",Español,,OK
oceddu,Sustantivo,"ave, pájaro",Español,,OK
offa,Sustantivo,lusinga,Italiano,,OK
ogghiu,Sustantivo,aceite,Español,,OK
oggi,Sustantivo,hoy,Español,,OK
oi,Sustantivo,hoy,Español,,OK
oietra,Sustantivo,"gaviota, gavia",Español,,OK
ojetra,Sustantivo,"gaviota, gavia",Español,,OK
oji,Sustantivo,hoy,Español,,OK
oliva,Sustantivo,"oliva, aceituna",Español,,OK
ommu,Sustantivo,hombre,Español,,OK
omu,Sustantivo,hombre,Español,,OK
oremi,Sustantivo,dinero (en el juego de cartas),Español,,OK
orlu,Sustantivo,borde,Español,,OK
ornu,Sustantivo,halcón aberejo (Pernis apivorus),Español,,OK
orra,Sustantivo,halcón aberejo (Pernis apivorus),Español,,OK
orru,Sustantivo,borde / halcón aberejo (Pernis apivorus),Español,,OK
orto-,Sustantivo,orto-,Español,,OK
ortu,Sustantivo,"huerto, jardín",Español,,OK
oru,Sustantivo,oro,Español,,OK
orìggini,Sustantivo,origen,Español,,OK
orìgini,Sustantivo,origen,Español,,OK
osara,Verbo,"por desgracia!, desgraciadamente!",Español,,OK
ossicanta,Verbo,"crespino, berbero (Berberis vulgaris)",Italiano,,OK
ossu,Verbo,hueso,Español,,OK
ossu pizziddu,Verbo,maléolo (malleolus: uno de los huesos emergente del tobillo),Español,,OK
otaru,Sustantivo,altar,Español,,OK
ottanta,Sustantivo,ochenta,Español,,OK
ottantèsimu,Sustantivo,octogésimo,Español,,OK
ottavu,Sustantivo,octavo,Español,,OK
ottu,Sustantivo,ocho,Español,,OK
ou,Sustantivo,huevo,Español,,OK
ovu,Sustantivo,huevo,Español,,OK
oziu,Sustantivo,ocio,Español,,OK
ozziu,Sustantivo,ocio,Español,,OK
p',Conjunción/Adverbio,para,Español,,OK
pacchiu,Sustantivo,"vagina, coño",Español,,OK
paci,Sustantivo,paz,Español,,OK
pafaruttata,Sustantivo,brodaglia,Italiano,,OK
pagghia,Sustantivo,paja,Español,,OK
paglia,Sustantivo,paja,Español,,OK
pala di ficudinnia,Sustantivo,"""hoja"" de higuera (Opuntia ficus-indica)",Español,,OK
palacastra,Sustantivo,"sponda, coscia del carro",Italiano,,OK
