Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
minghiata,Pronombre,"dicho tonto, una tontería",Español,,OK
minghiati,Pronombre,"dichos tontos, tonterías",Español,,OK
mingra,Pronombre,"agitazione e pianto del bambino preso dal sonno, bizza, capriccio",Italiano,,OK
minicarìa,Pronombre,carezza,Italiano,,OK
minicuccu,Pronombre,almez (Celtis australis),Español,,OK
miniminagghia,Pronombre,"adivinanza, acertijo",Español,,OK
mininchiu,Pronombre,il mangiare,Italiano,,OK
mininu,Pronombre,voce d'affetto per i bambini,Italiano,,OK
minna,Pronombre,"pecho (de mujer), teta",Español,,OK
minnitta,Pronombre,venganza,Español,,OK
minutidda,Pronombre,"arte di insinuarsi, di persuadere",Italiano,,OK
minutulu,Pronombre,fanello,Italiano,,OK
mircuriu,Pronombre,mercurio,Español,,OK
mirinu,Pronombre,globetto di cioccolatta confettata,Italiano,,OK
mirruzzu,Pronombre,bacalao (pez),Español,,OK
mirìngulu,Pronombre,globetto di cioccolatta confettata,Italiano,,OK
mirìnnulu,Pronombre,globetto di cioccolatta confettata,Italiano,,OK
misciu,Pronombre,gato,Español,,OK
miseria,Pronombre,miseria,Español,,OK
missaggiu,Pronombre,mensaje,Español,,OK
misura,Pronombre,medida,Español,,OK
misàntrupu,Pronombre,misántropo,Español,,OK
mitu-,Pronombre,mito-,Español,,OK
miènnula,Pronombre,almendra,Español,,OK
mmaravalli,Pronombre,"alla mal'ora, in mal'ora",Italiano,,OK
mmarìa,Pronombre,arguzia,Italiano,,OK
mmerdausa,Pronombre,sterco di bue,Italiano,,OK
mmerdavusa,Pronombre,sterco di bue,Italiano,,OK
mmiccimmiscu,Pronombre,faccendone,Italiano,,OK
mminnitta,Pronombre,venganza,Español,,OK
mmisca,Pronombre,"compagnia, mala gente",Italiano,,OK
mmiscamicci,Pronombre,faccendone,Italiano,,OK
mmiscareddu,Pronombre,faccendone,Italiano,,OK
mmiscatura,Pronombre,"l'atto del riferrare una bestia con lo stesso ferro, cambiando i chiodi",Italiano,,OK
mmittarìa,Pronombre,"moina, carezza",Italiano,,OK
mmucchetta,Pronombre,piastra ornamentale nella porta all'imboccatura della chiave,Italiano,,OK
mmuccuni,Pronombre,bocado,Español,,OK
mmuffittuni,Pronombre,"bofetada, torta",Español,,OK
mmuffulata,Pronombre,"bofetada, torta",Español,,OK
mmuffulittuni,Pronombre,faccione,Italiano,,OK
mmuffuluni,Pronombre,"bofetada, torta",Español,,OK
mmurgiu,Pronombre,"gavilla, haz, montón de heno",Español,,OK
mmurmu,Pronombre,cosa voluminosa,Italiano,,OK
mmurru mmurru,Pronombre,alla meno peggio,Italiano,,OK
mmursia,Pronombre,"stoviglie, l'insieme dei vasi di cucina",Italiano,,OK
mmàttiti,Pronombre,"sorta di vento di mezzogiorno, periodico, estivo",Italiano,,OK
mmòffula,Pronombre,"bofetada, torta",Español,,OK
moddiu,Pronombre,"letto da morto, catafalco, palco, impalcatura",Italiano,,OK
moia,Pronombre,squacquera (diarrea),Italiano,,OK
mota,Pronombre,cadenza,Italiano,,OK
moti,Pronombre,moine,Italiano,,OK
mozzabbita,Pronombre,idioma mozabita,Español,,OK
mpaliddatura,Pronombre,incastratura di una trave in un'altra,Italiano,,OK
mpannuzza,Pronombre,asta che incastrata nel canale del subbio vi tiene fermo l'ordito,Italiano,,OK
mpari,Pronombre,"impedimento, ostacolo",Italiano,,OK
mparissi,Pronombre,con finzione,Italiano,,OK
mpassannaieri,Pronombre,anteayer,Español,,OK
mpassannajeri,Pronombre,anteayer,Español,,OK
mpazzica,Pronombre,non avvenga che,Italiano,,OK
mpiccicalora,Pronombre,panicastrella (erba),Italiano,,OK
mpinta,Pronombre,lite (Sutera),Italiano,,OK
mpirnicheta,Pronombre,"a dispetto, inconsideratamente",Italiano,,OK
mpistunata,Pronombre,argine attorno ai campi,Italiano,,OK
mpizzu,Pronombre,en el borde,Español,,OK
mprinicheta,Pronombre,"a dispetto, inconsideratamente",Italiano,,OK
mpriulata,Pronombre,sorta di pagnotta a sfoglie con diversi ingredienti,Italiano,,OK
mprocchia,Pronombre,"brote, yema, capullo",Español,,OK
mprua,Pronombre,agua (en el lenguaje de los niños),Español,,OK
mprucchia,Pronombre,"brote, yema, capullo",Español,,OK
mprèntitu,Pronombre,préstamo (el pedir prestado),Español,,OK
mprèstitu,Pronombre,préstamo (el pedir prestado),Español,,OK
mprìmisi,Pronombre,"en primer lugar, antes de todo",Español,,OK
mprìola,Pronombre,vela legata direttamente all'albero della nave,Italiano,,OK
mpua,Pronombre,agua (en el lenguaje de los niños),Español,,OK
mpunzunisi,Pronombre,geloni,Italiano,,OK
muarè,Pronombre,"moaré, muaré",Español,,OK
mucaiali,Pronombre,sorta di panno di peli,Italiano,,OK
muccaturi,Pronombre,pañuelo,Español,,OK
mucceca,Pronombre,uomo da nulla,Italiano,,OK
mucculuni,Pronombre,"una persona que no sirve para nada, un inútil",Español,,OK
mucculusu,Pronombre,uomo da nulla,Italiano,,OK
muccuni,Pronombre,bocado,Español,,OK
muci,Pronombre,gato,Español,,OK
muciara,Pronombre,"sorta di barca piatta per uso in tonnara, barca di notevoli dimensioni, con fondo piatto, usata nella pesca del tonno",Italiano,,OK
mucina,Pronombre,arnese di giunco in forma di cappuccio rotondo,Italiano,,OK
mucinu,Pronombre,vaso di legno senza coperchio per someggiare l'uva,Italiano,,OK
muciu,Pronombre,gato,Español,,OK
muciumà,Pronombre,salume fatto di filetto di tonno,Italiano,,OK
muddacchina,Pronombre,"maggiociondolo (Laburnum anagyroides), citiso, avornello (Fraxinus ornus), ornello",Italiano,,OK
muddeu,Pronombre,fresno (Fraxinus),Español,,OK
muddica,Pronombre,miga,Español,,OK
muddichedda,Pronombre,omuncolo (uomo di bassa statura e di aspetto misero e sgraziato),Italiano,,OK
muddìa,Pronombre,fresno (Fraxinus),Español,,OK
muduruni,Pronombre,malattia al rene (ghiandole nei reni),Italiano,,OK
muffittuni,Pronombre,"bofetada, torta",Español,,OK
muffulata,Pronombre,"bofetada, torta",Español,,OK
muffuletta,Pronombre,"pan blando, pan mullido",Español,,OK
muffulittuni,Pronombre,uomo grasso,Italiano,,OK
muffuluni,Pronombre,"bofetada, torta",Español,,OK
muffura,Pronombre,"aria umida, nebbia",Italiano,,OK
muffurata,Pronombre,"aria umida, nebbia",Italiano,,OK
muganazza,Pronombre,sorta di cardo,Italiano,,OK
mugnuni,Pronombre,muñón,Español,,OK
mulastruni,Pronombre,piccola pietra per affilare ferri,Italiano,,OK
mulinara,Pronombre,bietola gialla (per dare la tintura gialla),Italiano,,OK
mulmu,Pronombre,mormorio,Italiano,,OK
mulu,Pronombre,"mulo, mula macho, macho (en unos dialectos rurales de Castilla)",Español,,OK
muluni d'acqua,Pronombre,"sandía, melón de agua",Español,,OK
muluni di fedda,Pronombre,"melón, melón de invierno",Español,,OK
muluni di mmernu,Pronombre,"melón, melón de invierno",Español,,OK
mumma,Pronombre,agua (en el lenguaje de los niños),Español,,OK
munciuni,Pronombre,freccia,Italiano,,OK
muncuni,Pronombre,muñón,Español,,OK
mungana,Pronombre,"vitella di latte, vacca da latte",Italiano,,OK
munganazza,Pronombre,sorta di cardo,Italiano,,OK
munguni,Pronombre,muñón,Español,,OK
munneddu,Pronombre,unidad para medir los cereales,Español,,OK
munnu,Pronombre,mundo,Español,,OK
muntapiddata,Pronombre,latte munto in una sola volta,Italiano,,OK
muntera,Pronombre,sorta di cappello,Italiano,,OK
muntinu,Pronombre,antica acconciatura di capelli,Italiano,,OK
muramma,Pronombre,"1. muratura, muramento, fabbrica, 2. il murare, il fabbricare",Italiano,,OK
murcigghiu,Pronombre,zaino di pelle per soldati,Italiano,,OK
murgitella,Pronombre,"pezzo del barbazzale, con due ordini di denti a sega, seghetto",Italiano,,OK
muria,Pronombre,acqua piena di sale marino,Italiano,,OK
muririgni,Pronombre,¡gente indigna!,Español,,OK
murmu,Pronombre,mormorio,Italiano,,OK
murru,Pronombre,bugna (rigonfio agli angoli delle vele),Italiano,,OK
mursia,Pronombre,"stoviglie, l'insieme dei vasi di cucina",Italiano,,OK
mursiami,Pronombre,stoviglie (insieme del vasellame),Italiano,,OK
mursiddina,Pronombre,"pimpernela escarlata (Anagallis arvensis), hierba coral",Español,,OK
muru,Pronombre,pared,Español,,OK
muràbbitu,Pronombre,astemio|abstemio (persona que no bebe alcohol),Español,,OK
muràbitu,Pronombre,astemio|abstemio (persona que no bebe alcohol),Español,,OK
musca,Pronombre,mosca,Español,,OK
musci,Pronombre,gato,Español,,OK
musciamau,Pronombre,salume fatto di filetto di tonno,Italiano,,OK
musciamà,Pronombre,salume fatto di filetto di tonno,Italiano,,OK
musciara,Pronombre,sorta di barca piatta per uso tonnara,Italiano,,OK
musciumà,Pronombre,salume fatto di filetto di tonno,Italiano,,OK
mussu,Pronombre,"morro, hocico",Español,,OK
mustopìa,Pronombre,"mosto cotto, mostarda",Italiano,,OK
mustìa,Pronombre,brótola de roca (Phycis phycis),Español,,OK
muticchi,Pronombre,segni di gioia (nei bambini),Italiano,,OK
mutivu,Pronombre,motivo,Español,,OK
muttu,Pronombre,"dicho, refrán, palabra",Español,,OK
muzzina,Pronombre,"razza, specie, carattere, natura (riferito ad animali e ad uomini)",Italiano,,OK
màchina,Pronombre,"1. máquina, 2. coche",Español,,OK
màchina fotugràfica,Pronombre,"cámara fotográfica, cámara de fotos",Español,,OK
màchina futugràfica,Pronombre,"cámara fotográfica, cámara de fotos",Español,,OK
màchini fotugràfichi,Pronombre,"cámaras fotográficas, cámaras de fotos",Español,,OK
màchini futugràfichi,Pronombre,"cámaras fotográficas, cámaras de fotos",Español,,OK
màfara,Pronombre,"tapa de tonel, tapa de barril / pequeño plato hondo",Español,,OK
mànganu,Pronombre,strumento per cavare la seta dai bozzoli,Italiano,,OK
màntaciu,Pronombre,fuelle (de herrero),Español,,OK
màntici,Pronombre,fuelle (de herrero),Español,,OK
mànticiu,Pronombre,fuelle (de herrero),Español,,OK
màntuciu,Pronombre,fuelle (de herrero),Español,,OK
màrcatu,Pronombre,manada,Español,,OK
màrdanu,Pronombre,"piastrella che si innesta nel fuso per farlo girare meglio, fusaiolo (piccolo disco che viene introdotto nella cocca inferiore del fuso per mantenerne l'appiombo, verticillo del fuso), fusaiola",Italiano,,OK
màrdinu,Pronombre,"piastrella che si innesta nel fuso per farlo girare meglio, fusaiolo (piccolo disco che viene introdotto nella cocca inferiore del fuso per mantenerne l'appiombo, verticillo del fuso), fusaiola",Italiano,,OK
màrdula,Pronombre,"piastrella che si innesta nel fuso per farlo girare meglio, fusaiolo (piccolo disco che viene introdotto nella cocca inferiore del fuso per mantenerne l'appiombo, verticillo del fuso), fusaiola",Italiano,,OK
màsciaru,Pronombre,"danno, rottura (Pasqualino)",Italiano,,OK
màtara,Pronombre,vaso da notte,Italiano,,OK
màttula,Pronombre,algodón,Español,,OK
màzzara,Pronombre,piedra que sirve como ancla,Español,,OK
mèmmaru,Pronombre,miembro,Español,,OK
mèmmiru,Pronombre,miembro,Español,,OK
mèmmuru,Pronombre,miembro,Español,,OK
mènnula,Pronombre,almendra,Español,,OK
mìngara,Pronombre,"agitazione e pianto del bambino preso dal sonno, bizza, capriccio",Italiano,,OK
mìnula,Pronombre,"chucla (Spicara maena, Sparus maena), mena",Español,,OK
mìula,Pronombre,nibbio,Italiano,,OK
mòffula,Pronombre,"bofetada, torta",Español,,OK
mònicu,Pronombre,"monje, fraile",Español,,OK
mònucu,Pronombre,"monje, fraile",Español,,OK
mùngili,Pronombre,sorta di veste con maniche,Italiano,,OK
n jesta,Pronombre,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
n jestra,Pronombre,"in amore (di femmina di animale, soprattutto di cagna)",Italiano,,OK
n pizzu,Pronombre,en el borde,Español,,OK
n prìmisi,Pronombre,"en primer lugar, antes de todo",Español,,OK
n secùnnisi,Pronombre,en segundo lugar,Español,,OK
n sedda maredda,Pronombre,a cavalcioni,Italiano,,OK
n sicùnnisi,Pronombre,en segundo lugar,Español,,OK
n truscia,Pronombre,en la miseria,Español,,OK
n tèrzisi,Pronombre,en tercer lugar,Español,,OK
n'andicchia,Pronombre,un poco,Español,,OK
n'anticchia,Pronombre,un poco,Español,,OK
na ndicchia,Pronombre,un poco,Español,,OK
na nticchia,Pronombre,un poco,Español,,OK
nachidda,Pronombre,un qualsiasi oggetto che non si ricorda o non si vuò nominare,Italiano,,OK
nacuduna,Pronombre,finalmente,Italiano,,OK
naffata,Pronombre,male che viene ai buoi,Italiano,,OK
naguni,Pronombre,rapa,Italiano,,OK
nandicchia,Pronombre,un poco,Español,,OK
nanticchia,Pronombre,un poco,Español,,OK
nasca,Pronombre,nariz chata,Español,,OK
nasita,Pronombre,terreno coltivato lungo un fiume,Italiano,,OK
nasu,Pronombre,nariz,Español,,OK
natti,Pronombre,voce data all'animale (perché si scosti),Italiano,,OK
nazioni,Pronombre,nación,Español,,OK
nazzioni,Pronombre,nación,Español,,OK
nca,Pronombre,ma certamente,Italiano,,OK
ncappedda,Pronombre,rincalzamento d'albero,Italiano,,OK
ncarciddatura,Pronombre,ingarzellatura (dicesi in marineria la strangolatura dell'inzinatura),Italiano,,OK
ncastru,Pronombre,"encaje, ajuste",Español,,OK
ncavà,Pronombre,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
nchianata,Pronombre,subida,Español,,OK
nchiancata,Pronombre,"1. quantità di pane, 2. selciato",Italiano,,OK
nchiarru,Pronombre,luogo chiuso,Italiano,,OK
nchiastra,Pronombre,"imbroglio, baia",Italiano,,OK
nchilebbi,Pronombre,veccia selvatica,Italiano,,OK
nchiostru,Pronombre,tinta,Español,,OK
nchiuppulanti,Pronombre,mangione,Italiano,,OK
nciafardatu,Pronombre,ingrassato,Italiano,,OK
nciarra,Pronombre,tramezzo per impedire il passo,Italiano,,OK
ncircuncirca,Pronombre,all'incirca,Italiano,,OK
ncostu,Pronombre,"al lado, al lado",Español,,OK
ncrita,Pronombre,almendra (pelada),Español,,OK
ncrocchiu,Pronombre,"capannello, riunione di gente",Italiano,,OK
ncrucchigghialoru,Pronombre,imbroglione,Italiano,,OK
ncrucchigghiusu,Pronombre,"importuno, imbroglione",Italiano,,OK
ncugnatura,Pronombre,pietre o altro materiale usato nel rabberciare mura,Italiano,,OK
ncuirizzu,Pronombre,dissenteria,Italiano,,OK
ncunnena,Pronombre,in preoccupazione,Italiano,,OK
ndagghiu,Pronombre,testicolo,Italiano,,OK
ndaratura,Pronombre,imbiancatura di pareti,Italiano,,OK
ndaraturi,Pronombre,imbianchino,Italiano,,OK
ndi,Pronombre,"de eso / en, dentro de",Español,,OK
ndicchia,Pronombre,un poco,Español,,OK
ndùcciula,Pronombre,gocciola,Italiano,,OK
necca,Pronombre,niente,Italiano,,OK
nefusi,Pronombre,idioma nafusi,Español,,OK
negghia,Pronombre,niebla,Español,,OK
neglia,Pronombre,niebla,Español,,OK
nenna,Pronombre,poppa (nel linguaggio infantile),Italiano,,OK
nennè,Pronombre,poppa (nel linguaggio infantile),Italiano,,OK
nessunu,Pronombre,nadie,Español,,OK
nfazza,Pronombre,non avvenga che,Italiano,,OK
nfazzaca,Pronombre,non avvenga che,Italiano,,OK
nfazzica,Pronombre,non avvenga che,Italiano,,OK
nfigghiulata,Pronombre,sorta di pagnotta a sfoglie con diversi ingredienti,Italiano,,OK
nfurru nfurru,Pronombre,in fretta e disordinatamente,Italiano,,OK
nga,Pronombre,"ma certamente, certo, naturalmente",Italiano,,OK
ngarali,Pronombre,"martinete común (Nycticorax nycticorax), garza bruja, guaco",Español,,OK
ngaroli,Pronombre,"martinete común (Nycticorax nycticorax), garza bruja, guaco",Español,,OK
ngarratura,Pronombre,segno lasciato a terra dalla ruota,Italiano,,OK
nghiddi nghiddi,Pronombre,con l'acquolina in bocca,Italiano,,OK
nghirri nghirri,Pronombre,dispuesto para hacer la guerra,Español,,OK
nghirripupu,Pronombre,persona vanerella che segue le mode,Italiano,,OK
nghissi nghissi,Pronombre,con l'acquolina in bocca,Italiano,,OK
ngina,Pronombre,intaccatura delle doghe,Italiano,,OK
nginaturi,Pronombre,strumento per fare le capruggini,Italiano,,OK
ngrisi mediu,Pronombre,inglés medio,Español,,OK
ngua,Pronombre,ma certamente,Italiano,,OK
nguaghiardella,Pronombre,veste leggera,Italiano,,OK
nguanguà,Pronombre,ruido del bebe que llora,Español,,OK
nguasènnuca,Pronombre,"dato che, essendo che, poiché, siccome, dal momento che",Italiano,,OK
nia nia,Pronombre,voce per chiamare anitre e altri animali,Italiano,,OK
nichea,Pronombre,"ofensa, insulto, injuria burlona, novatada, molestia",Español,,OK
nicheia,Pronombre,"ofensa, insulto, injuria burlona, novatada, molestia",Español,,OK
nicheja,Pronombre,"ofensa, insulto, injuria burlona, novatada, molestia",Español,,OK
nichità,Pronombre,cattiveria,Italiano,,OK
nilia,Pronombre,gemma splendente,Italiano,,OK
nisciunu,Pronombre,nadie,Español,,OK
nissunu,Pronombre,nadie,Español,,OK
nivi,Pronombre,nieve,Español,,OK
nièmmula,Pronombre,"devanadera, devanador",Español,,OK
njugnu,Pronombre,junio,Español,,OK
nnacchiu,Pronombre,conno,Italiano,,OK
nnanta,Pronombre,due grappoli pendenti dallo stesso tralcio e staccati dalla vite,Italiano,,OK
nnecca,Pronombre,"excusa, rencor",Español,,OK
nnenna,Pronombre,poppa (nel linguaggio infantile),Italiano,,OK
nni,Pronombre,"de eso / en, dentro de",Español,,OK
nnicchi nnicchi,Pronombre,con l'acquolina in bocca,Italiano,,OK
nninnì,Pronombre,dinero (en el lenguaje de los niños),Español,,OK
nnocca,Pronombre,"escrescenza carnosa sul capo del tacchino, cruccio, fiocco",Italiano,,OK
nnìcchiti nnìcchiti,Pronombre,no davvero,Italiano,,OK
no,Pronombre,¡no!,Español,,OK
nonu,Pronombre,"nono, noveno",Español,,OK
nonzi,Pronombre,¡no!,Español,,OK
nota,Pronombre,nota,Español,,OK
notti,Pronombre,noche,Español,,OK
novanta,Pronombre,noventa,Español,,OK
novantèsimu,Pronombre,nonagésimo,Español,,OK
novi,Pronombre,nueve,Español,,OK
nqua,Pronombre,ma certamente,Italiano,,OK
nsalata,Pronombre,ensalada,Español,,OK
nsamai,Pronombre,"che non sia mai!, giammai!",Italiano,,OK
nsira,Pronombre,"1. vasija, 2. jarra para agua",Español,,OK
nsiru,Pronombre,"1. vasija, 2. grande vasija de arcilla cocida",Español,,OK
nsolia,Pronombre,sorta d'uva,Italiano,,OK
nta stu ntìrima,Pronombre,nel frattempo,Italiano,,OK
ntalmu,Pronombre,"catafalco, letto da morto, palco, impalcatura",Italiano,,OK
ntamìa,Pronombre,cioè,Italiano,,OK
ntappa,Pronombre,sciocco,Italiano,,OK
ntarmu,Pronombre,"catafalco, letto da morto, palco, impalcatura",Italiano,,OK
nterfissu,Pronombre,interfijo,Español,,OK
nti,Pronombre,"en, dentro de",Español,,OK
nticchia,Pronombre,un poco,Español,,OK
ntilai,Pronombre,tela particolare per certi abbigliamenti,Italiano,,OK
ntirlazzu,Pronombre,tráfico ilegal,Español,,OK
ntozzu,Pronombre,"a scranna, in cattedra",Italiano,,OK
ntra,Pronombre,entre / dentro,Español,,OK
ntrallazzu,Pronombre,tráfico ilegal,Español,,OK
ntramisi,Pronombre,"vezzi, leziosaggini",Italiano,,OK
ntrigghiu,Pronombre,reticella,Italiano,,OK
ntrillazzu,Pronombre,tráfico ilegal,Español,,OK
ntruscia,Pronombre,en la miseria,Español,,OK
nturru nturru,Pronombre,in fretta e disordinatamente,Italiano,,OK
nuara,Pronombre,"orto, spazio di terra per coltivare ortaggi",Italiano,,OK
nubbia,Pronombre,fagiolo,Italiano,,OK
nui,Pronombre,"nosotros, nosotras",Español,,OK
nunna,Pronombre,mamma,Italiano,,OK
nunnu,Pronombre,padre,Español,,OK
nunzamai,Pronombre,"che non sia mai!, giammai!",Italiano,,OK
nurmannu,Pronombre,idioma normando,Español,,OK
nuvanta,Pronombre,noventa,Español,,OK
nuvantèsimu,Pronombre,nonagésimo,Español,,OK
nuvea,Pronombre,nocciolino di carruba,Italiano,,OK
nuvembri,Pronombre,noviembre,Español,,OK
nuvembru,Pronombre,noviembre,Español,,OK
nuviddaru,Pronombre,agnello giovane,Italiano,,OK
nuviembru,Pronombre,noviembre,Español,,OK
nuvièmmaru,Pronombre,noviembre,Español,,OK
nuvièmmiri,Pronombre,noviembre,Español,,OK
nuvèmmiru,Pronombre,noviembre,Español,,OK
nuvèmmuru,Pronombre,noviembre,Español,,OK
nuzza,Pronombre,pava (pavo hembra),Español,,OK
nuzzu,Pronombre,scemo,Italiano,,OK
nzalata,Pronombre,ensalada,Español,,OK
nzamai,Pronombre,"SPERIAMO NON ACCADA MAI!, non sia mai",Italiano,,OK
nzira,Pronombre,"1. vasija, 2. jarra para agua",Español,,OK
nziru,Pronombre,"1. vasija, 2. grande vasija de arcilla cocida",Español,,OK
nzolia,Pronombre,sorta d'uva,Italiano,,OK
nzìnzulu,Pronombre,"pezzettino, pezzetto",Italiano,,OK
nè,Pronombre,ni,Español,,OK
nèsciri foddi,Pronombre,volverse loco,Español,,OK
nèsciri pazzu,Pronombre,volverse loco,Español,,OK
nì,Pronombre,ni,Español,,OK
nìmulu,Pronombre,"devanadera, devanador",Español,,OK
nìzula,Pronombre,ogni filo dell'ordito,Italiano,,OK
nùvula,Pronombre,nube,Español,,OK
nùvuli,Pronombre,nubes,Español,,OK
o,Pronombre,"o, u",Español,,OK
o sanza diri,Pronombre,"oh! senza dire, non fa bisogno di dire (espressione che indica meraviglia)",Italiano,,OK
occa,Pronombre,agua,Español,,OK
occa cosa,Pronombre,algo,Español,,OK
occasioni,Pronombre,ocasión,Español,,OK
occhi,Pronombre,ojos,Español,,OK
occhi cosa,Pronombre,algo,Español,,OK
occhialoru,Pronombre,orzuelo,Español,,OK
occhiu,Pronombre,ojo,Español,,OK
occi,Pronombre,ojos,Español,,OK
occiu,Pronombre,ojo,Español,,OK
occu cosa,Pronombre,algo,Español,,OK
oceddi,Pronombre,"aves, pájaros",Español,,OK
oceddu,Pronombre,"ave, pájaro",Español,,OK
offa,Pronombre,lusinga,Italiano,,OK
ogghiu,Pronombre,aceite,Español,,OK
oggi,Pronombre,hoy,Español,,OK
oi,Pronombre,hoy,Español,,OK
oietra,Pronombre,"gaviota, gavia",Español,,OK
ojetra,Pronombre,"gaviota, gavia",Español,,OK
oji,Pronombre,hoy,Español,,OK
oliva,Pronombre,"oliva, aceituna",Español,,OK
ommu,Pronombre,hombre,Español,,OK
omu,Pronombre,hombre,Español,,OK
oremi,Pronombre,dinero (en el juego de cartas),Español,,OK
orlu,Pronombre,borde,Español,,OK
ornu,Pronombre,halcón aberejo (Pernis apivorus),Español,,OK
orra,Pronombre,halcón aberejo (Pernis apivorus),Español,,OK
orru,Pronombre,borde / halcón aberejo (Pernis apivorus),Español,,OK
orto-,Pronombre,orto-,Español,,OK
ortu,Pronombre,"huerto, jardín",Español,,OK
oru,Pronombre,oro,Español,,OK
orìggini,Pronombre,origen,Español,,OK
orìgini,Pronombre,origen,Español,,OK
osara,Pronombre,"por desgracia!, desgraciadamente!",Español,,OK
ossicanta,Pronombre,"crespino, berbero (Berberis vulgaris)",Italiano,,OK
ossu,Pronombre,hueso,Español,,OK
ossu pizziddu,Pronombre,maléolo (malleolus: uno de los huesos emergente del tobillo),Español,,OK
otaru,Pronombre,altar,Español,,OK
ottanta,Pronombre,ochenta,Español,,OK
ottantèsimu,Pronombre,octogésimo,Español,,OK
ottavu,Pronombre,octavo,Español,,OK
ottu,Pronombre,ocho,Español,,OK
ou,Pronombre,huevo,Español,,OK
ovu,Pronombre,huevo,Español,,OK
oziu,Pronombre,ocio,Español,,OK
ozziu,Pronombre,ocio,Español,,OK
p',Pronombre,para,Español,,OK
pacchiu,Pronombre,"vagina, coño",Español,,OK
paci,Pronombre,paz,Español,,OK
pafaruttata,Pronombre,brodaglia,Italiano,,OK
pagghia,Pronombre,paja,Español,,OK
paglia,Pronombre,paja,Español,,OK
pala di ficudinnia,Pronombre,"""hoja"" de higuera (Opuntia ficus-indica)",Español,,OK
palacastra,Pronombre,"sponda, coscia del carro",Italiano,,OK
palamaru,Pronombre,corda di giunco marino (nella tonnara),Italiano,,OK
palora,Pronombre,palabra,Español,,OK
palàngaru,Pronombre,lunga lenza peschereccia (attrezzo per la pesca ),Italiano,,OK
palàura,Pronombre,palabra,Español,,OK
panarizzu,Pronombre,panadizo,Español,,OK
panascìa,Pronombre,caduta degli intestini nello scroto,Italiano,,OK
pani,Pronombre,pan,Español,,OK
pani cô bucu,Pronombre,buccellato navideño siciliano (postre),Español,,OK
panicàudu,Pronombre,eringio (Eryngium campestre),Italiano,,OK
panicàuru,Pronombre,eringio (Eryngium campestre),Italiano,,OK
panna,Pronombre,"nata, crema",Español,,OK
pannalora,Pronombre,tarlo,Italiano,,OK
pannarizzu,Pronombre,panadizo,Español,,OK
pannedda,Pronombre,"1. coriandolo (piccolo ritaglio di carta), 2. lamina d'oro",Italiano,,OK
panneddi,Pronombre,coriandoli (piccoli ritagli di carta),Italiano,,OK
panneddu,Pronombre,imbottitura che si pone sotto la sella,Italiano,,OK
pantaciata,Pronombre,"dificultad respiratoria, falta de aliento",Español,,OK
pantali,Pronombre,"una forma di calzatura più alta, usata dai contadini, stivale",Italiano,,OK
panza,Pronombre,"vientre, panza, abdomen",Español,,OK
panìa di ficu sicchi,Pronombre,stecca di fichi secchi,Italiano,,OK
panìculu,Pronombre,legume,Italiano,,OK
papa,Pronombre,papa,Español,,OK
papacchiu,Pronombre,"insetto agghindato, scarafaggio grosso e nero (Campobello di Licata)",Italiano,,OK
papalina,Pronombre,"1. berretta da notte che un tempo portavano gli uomini, berretto da casa, un tempo portato dagli anziani 2. sorta di pane molle e spugnoso",Italiano,,OK
papanzìcula,Pronombre,/ mantis religiosa (Mantis religiosa),Español,,OK
paparina,Pronombre,amapola silvestre (Papaver rhoeas),Español,,OK
papazzana,Pronombre,gorgojo (Bruchus),Español,,OK
pappameli,Pronombre,pianta dal fiore pieno di nettare: cerintia,Italiano,,OK
pappannaca,Pronombre,giovane leggero e di poco giudizio,Italiano,,OK
pappannacchiu,Pronombre,"una cosa qualunque, ciarpa, inezia",Italiano,,OK
pappata,Pronombre,"folata, zaffata (colpo di vento)",Italiano,,OK
pappiribbella,Pronombre,uomo ridicolo,Italiano,,OK
papurata,Pronombre,"ráfaga de viento, soplo de viento fuerte, golpe de viento",Español,,OK
papuzzana,Pronombre,gorgojo (Bruchus),Español,,OK
parabbotti,Pronombre,cercine,Italiano,,OK
paranta,Pronombre,marco de puerta,Español,,OK
parapatta,Pronombre,pari e patta,Italiano,,OK
paraspolu,Pronombre,"terreno dato in gestione sotto compenso, pezzo di terra quanta ne può seminare un contadino",Italiano,,OK
paraspularu,Pronombre,"1. persona che lavora sotto compenso, 2. persona pigra, 3. fittavolo",Italiano,,OK
paraspuolu,Pronombre,"terreno dato in gestione sotto compenso, pezzo di terra quanta ne può seminare un contadino",Italiano,,OK
parasuli,Pronombre,parasol,Español,,OK
paraturi,Pronombre,"gualchiera (macchinario usato nella manifattura laniera, costituito da follone)",Italiano,,OK
parda,Pronombre,corda che serve a cercare un'ancora in fondo al mare: draia,Italiano,,OK
parfumu,Pronombre,fumigación,Español,,OK
paricchiata,Pronombre,"una data misura di terreno da lavorare, quantità di terreno lavorabile da un paio di buoi in un anno",Italiano,,OK
parmentu,Pronombre,luogo dove si pigiano le uve,Italiano,,OK
parola,Pronombre,palabra,Español,,OK
partinzata,Pronombre,strada interpoderale,Italiano,,OK
partita,Pronombre,partido,Español,,OK
partualla,Pronombre,"naranja, naranjo",Español,,OK
